
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 06월 25일~07월 25일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
금산,238,06-26,      22.3,      27.8,      17.9,      10.5,      74.0,       5.3,,,     987.1,    1006.6,       1.2
부안,243,06-26,      22.5,      26.9,      19.1,       8.0,      79.6,       5.2,,,    1005.5,    1006.7,       1.7
임실,244,06-26,      21.7,      27.0,      17.5,       9.2,      77.2,       4.5,,,     978.7,    1006.6,       1.3
정읍,245,06-26,      23.0,      27.9,      19.2,       8.7,      76.2,       4.4,,,    1001.3,    1006.5,       1.3
남원,247,06-26,      22.9,      27.8,      18.6,      10.4,      76.3,       4.8,,,     995.2,    1006.7,       1.4
장수,248,06-26,      21.0,      25.8,      16.8,      11.2,      79.7,       4.3,,,     960.7,    1006.5,       1.7
영광군,252,06-26,      22.9,      27.5,      19.2,       6.9,      80.1,       5.1,,,    1002.2,    1006.5,       2.2
김해시,253,06-26,      23.6,      27.9,      20.4,      10.0,      75.9,       5.6,,,    1001.1,    1007.8,       2.0
순창군,254,06-26,      23.1,      28.3,      18.6,       7.5,      74.5,       5.6,,,     992.3,    1006.7,       1.7
양산시,257,06-26,      23.4,      27.6,      19.8,      10.6,      74.3,       4.7,,,    1006.5,    1008.2,       2.6
강진군,259,06-26,      22.8,      26.6,      19.8,      12.7,      80.5,       4.5,,,    1005.7,    1007.1,       2.6
장흥,260,06-26,      22.3,      26.2,      19.1,      13.1,      80.2,       4.0,,,    1001.8,    1006.8,       1.9
해남,261,06-26,      22.4,      26.4,      19.2,      11.7,      80.7,       4.5,,,    1004.9,    1006.9,       2.5
고흥,262,06-26,      22.0,      26.1,      18.7,      12.9,      78.7,       4.3,,,    1001.2,    1007.1,       1.5
의령군,263,06-26,      23.0,      28.2,      18.8,       9.9,      79.1,       4.3,,,    1005.1,    1006.7,       1.2
함양군,264,06-26,      22.6,      28.0,      18.1,      10.9,      81.5,       4.4,,,     989.2,    1006.4,       1.0
진도군,268,06-26,      22.4,      26.2,      19.1,       8.2,,,,,,,       2.0
봉화,271,06-26,      20.5,      26.4,      15.6,       8.6,      75.4,       4.9,,,     970.3,    1006.2,       1.2
영주,272,06-26,      22.1,      27.3,      17.6,       9.8,      72.9,       5.3,,,     982.7,    1006.3,       1.6
문경,273,06-26,      22.0,      27.0,      17.6,      10.0,      75.1,       5.2,,,     987.1,    1006.6,       1.3
청송군,276,06-26,      21.3,      27.4,      16.4,       6.3,      78.0,       4.2,,,     983.3,    1006.8,       1.2
영덕,277,06-26,      21.7,      26.4,      18.0,       7.6,      77.0,       5.5,,,    1002.9,    1007.9,       2.3
의성,278,06-26,      22.6,      28.4,      17.4,       7.6,      72.1,       4.9,,,     997.6,    1006.7,       1.0
구미,279,06-26,      23.3,      28.2,      19.0,       8.3,      72.3,       5.0,,,    1001.5,    1006.9,       1.2
영천,281,06-26,      22.6,      27.6,      18.1,       9.5,      72.7,       4.9,,,     996.6,    1007.2,       1.6
경주시,283,06-26,      22.5,      27.5,      18.3,       7.7,      77.3,       4.5,,,    1002.8,    1007.2,       2.2
경주시,283,06-26,      22.5,      27.5,      18.3,       7.7,      77.3,       4.5,,,    1002.8,    1007.2,       2.2
거창,284,06-26,      22.0,      27.4,      17.5,      11.0,      76.7,       4.9,,,     981.4,    1006.7,       1.2
합천,285,06-26,      22.9,      28.1,      18.6,      11.1,      72.3,       4.4,,,    1003.3,    1007.0,       1.4
밀양,288,06-26,      23.0,      27.9,      18.9,      12.4,      76.0,       4.3,,,    1005.9,    1007.3,       1.5
산청,289,06-26,      22.3,      27.2,      18.4,      12.5,      75.9,       4.8,,,     991.4,    1007.3,       1.4
거제,294,06-26,      22.1,      25.8,      19.0,      15.8,      78.4,       4.6,,,    1002.4,    1006.9,       1.9
남해,295,06-26,      22.4,      26.5,      19.2,      17.9,      77.7,       4.7,,,    1002.5,    1007.8,       1.4
강남,400,06-26,      24.2,      28.7,      20.6,       6.0,,,,,,,       1.7
서초,401,06-26,      24.4,      29.6,      20.5,       6.7,,,,,,,       1.3
강동,402,06-26,      23.9,      28.9,      19.9,       6.9,,,,,,,       1.5
송파,403,06-26,      24.3,      29.0,      20.6,       6.7,,,,,,,       1.8
강서,404,06-26,      23.4,      27.9,      20.0,       6.1,,,,,,,       1.9
양천,405,06-26,      24.4,      29.0,      20.9,       5.3,,,,,,,       1.5
도봉,406,06-26,      23.3,      28.5,      19.1,       7.3,,,,,,,       1.1
노원,407,06-26,      23.1,      28.5,      18.7,       6.9,,,,,,,       1.5
동대문,408,06-26,      24.2,      29.0,      20.5,       6.9,,,,,,,       1.9
중랑,409,06-26,      24.2,      28.7,      20.7,       7.2,,,,,,,       2.2
기상청,410,06-26,      23.6,      28.2,      20.0,       6.6,,,,,,,       1.6
마포,411,06-26,      24.0,      28.7,      20.5,       6.4,,,,,,,       2.3
서대문,412,06-26,      22.9,      28.3,      19.0,       6.8,,,,,,,       1.3
광진,413,06-26,      24.2,      28.9,      20.5,       5.6,,,,,,,       1.9
성북,414,06-26,      23.2,      27.8,      19.5,       7.3,,,,,,,       1.7
용산,415,06-26,      24.3,      29.0,      20.7,       6.0,,,,,,,       2.0
은평,416,06-26,      22.9,      27.9,      19.0,       5.4,,,,,,,       1.6
금천,417,06-26,      23.5,      27.7,      20.2,       6.0,,,,,,,       2.1
중구,419,06-26,      22.5,      27.8,      18.9,       6.0,,,,,,,       1.7
성동,421,06-26,      24.0,      28.3,      20.6,       5.1,,,,,,,       2.4
구로,423,06-26,      23.4,      28.4,      19.5,       5.3,,,,,,,       2.1
강북*,424,06-26,      24.3,      29.1,      20.4,       6.4,,,,,,,       1.8
남현,425,06-26,      23.0,      28.0,      18.7,       6.2,,,,,,,       1.2
부천,433,06-26,      24.0,      28.4,      20.5,       5.0,,,,,,,       1.4
안양,434,06-26,      23.8,      27.9,      20.4,       4.8,,,,,,,       2.1
광명,437,06-26,      24.2,      28.7,      20.5,       5.0,,,,,,,       2.1
군포,438,06-26,      23.9,      28.3,      20.4,       5.2,,,,,,,       1.6
김포,441,06-26,      23.1,      27.6,      19.5,       4.6,,,,,,,       1.7
하남,444,06-26,      24.0,      29.1,      19.5,       4.7,,,,,,,       0.8
의왕,445,06-26,      22.9,      27.9,      18.8,       5.4,,,,,,,       1.0
포천,504,06-26,      23.2,      28.9,      18.6,       8.0,,,,,,,       1.4
가평조종,505,06-26,      21.9,      27.9,      17.0,       7.8,,,,,,,       1.1
영등포,510,06-26,      24.2,      28.8,      21.0,       5.9,,,,,,,       1.8
인천연수,512,06-26,      23.1,      27.6,      19.7,       5.4,,,,,,,       1.7
안성,516,06-26,      23.6,      28.5,      19.4,       7.9,,,,,,,       1.3
간성,517,06-26,      21.2,      25.1,      17.9,       7.4,,,,,,,       1.5
평창,526,06-26,      21.1,      26.8,      16.8,       8.7,,,,,,,       1.1
의정부,532,06-26,      22.9,      28.2,      18.5,       6.9,,,,,,,       1.1
횡성,536,06-26,      22.6,      28.7,      18.0,       9.6,,,,,,,       1.2
고양,540,06-26,      22.8,      28.7,      18.4,       5.6,,,,,,,       1.1
남양주,541,06-26,      22.8,      28.5,      18.1,       8.2,,,,,,,       1.1
안산,545,06-26,      22.4,      27.9,      18.0,       6.3,,,,,,,       1.6
경기광주,546,06-26,      22.7,      28.0,      18.4,       7.2,,,,,,,       1.6
여주,548,06-26,      22.9,      28.3,      18.5,       8.6,,,,,,,       1.2
용인,549,06-26,      22.5,      27.9,      18.2,       7.9,,,,,,,       1.4
오산,550,06-26,      23.1,      28.6,      19.0,       6.5,,,,,,,       1.2
평택,551,06-26,      23.6,      28.6,      19.6,       6.8,,,,,,,       1.8
화천,555,06-26,      22.3,      28.8,      17.7,       7.9,,,,,,,       1.0
양구,556,06-26,      21.6,      28.3,      17.1,       6.9,,,,,,,       1.0
시흥,565,06-26,      23.1,      27.6,      19.7,       7.2,,,,,,,       1.7
구리,569,06-26,      23.6,      28.7,      19.5,       6.9,,,,,,,       1.4
금곡,570,06-26,      22.3,      27.1,      18.6,       5.0,,,,,,,       1.4
화성,571,06-26,      22.6,      27.4,      18.9,       6.3,,,,,,,       1.3
성남,572,06-26,      23.9,      28.8,      19.8,       6.1,,,,,,,       1.2
과천,590,06-26,      23.2,      28.3,      19.0,       6.9,,,,,,,       1.8
진부령,595,06-26,      18.9,      23.4,      15.4,       9.3,,,,,,,       2.5
양주,598,06-26,      23.0,      28.5,      18.2,       6.5,,,,,,,       1.5
단양,601,06-26,      22.8,      28.4,      18.3,       8.1,,,,,,,       0.9
진천,602,06-26,      22.4,      27.9,      17.9,      10.4,,,,,,,       1.2
괴산,603,06-26,      22.5,      27.6,      17.7,       9.1,,,,,,,       1.2
옥천,604,06-26,      22.9,      28.1,      18.6,      10.1,,,,,,,       1.1
세종연서,611,06-26,      22.6,      28.0,      18.4,       8.8,,,,,,,       1.2
공주,612,06-26,      23.1,      28.4,      19.0,       9.1,,,,,,,       1.4
서천,614,06-26,      22.7,      26.9,      19.7,       8.4,,,,,,,       2.0
논산,615,06-26,      23.3,      28.0,      19.4,       9.0,,,,,,,       1.7
당진,616,06-26,      22.2,      27.3,      18.5,       7.6,,,,,,,       1.9
청양,618,06-26,      22.3,      27.5,      17.8,       8.8,,,,,,,       1.2
음성,619,06-26,      22.3,      28.0,      17.5,       9.5,,,,,,,       1.4
증평,623,06-26,      23.0,      28.4,      18.5,       8.5,,,,,,,       1.2
태안,627,06-26,      22.4,      26.9,      19.1,       7.9,,,,,,,       1.8
예산,628,06-26,      23.2,      28.4,      19.1,       8.4,,,,,,,       1.9
아산,634,06-26,      23.0,      28.2,      19.3,       6.4,,,,,,,       1.9
계룡,636,06-26,      22.2,      27.5,      17.9,      11.3,,,,,,,       1.1
오월드,642,06-26,      23.7,      28.7,      20.0,      11.8,,,,,,,       1.3
세천,643,06-26,      22.7,      28.0,      18.5,      11.3,,,,,,,       1.0
장동,648,06-26,      22.9,      28.0,      18.8,      10.3,,,,,,,       1.1
부평,649,06-26,      23.4,      29.2,      18.8,       5.1,,,,,,,       0.6
연천청산,652,06-26,      23.2,      28.9,      18.5,       5.5,,,,,,,       1.2
양양,670,06-26,      21.4,      25.0,      18.2,       7.4,,,,,,,       1.9
사북,674,06-26,      18.2,      23.2,      14.4,      13.0,,,,,,,       2.2
무안,699,06-26,      22.5,      26.8,      19.2,       9.4,,,,,,,       1.9
무주,701,06-26,      22.4,      27.9,      17.8,       5.7,,,,,,,       1.3
익산,702,06-26,      23.3,      28.0,      19.7,      10.6,,,,,,,       1.6
진안,703,06-26,      21.3,      26.2,      17.1,      10.5,,,,,,,       1.5
담양,706,06-26,      22.9,      27.3,      19.3,      12.2,,,,,,,       1.7
광산,708,06-26,      23.3,      28.0,      19.5,      12.7,,,,,,,       1.8
구례,709,06-26,      23.5,      28.4,      19.4,      10.9,,,,,,,       1.3
나주,710,06-26,      23.3,      28.0,      19.7,      12.6,,,,,,,       1.5
순천시,712,06-26,      23.1,      26.7,      20.1,      14.8,,,,,,,       1.5
광양읍,713,06-26,      23.1,      27.4,      19.5,      13.1,,,,,,,       1.0
조선대,722,06-26,      23.3,      27.7,      19.8,      10.0,,,,,,,       1.8
거문도,723,06-26,      21.7,      24.3,      19.9,      12.1,,,,,,,       2.8
추자도,724,06-26,      21.2,      23.5,      19.4,      11.4,,,,,,,       3.4
장성,730,06-26,      22.7,      27.6,      19.0,       9.7,,,,,,,       1.5
영암,731,06-26,      23.1,      27.1,      19.8,      10.9,,,,,,,       2.3
보성,732,06-26,      21.5,      25.7,      18.4,      13.2,,,,,,,       1.8
완주,734,06-26,      23.3,      28.6,      19.2,      11.3,,,,,,,       1.6
김제,737,06-26,      23.3,      28.0,      20.1,       8.9,,,,,,,       2.2
화순,741,06-26,      23.1,      27.9,      19.4,      12.2,,,,,,,       1.0
함평,754,06-26,      23.1,      27.3,      19.8,      13.1,,,,,,,       1.8
곡성,768,06-26,      23.1,      28.1,      19.1,      10.5,,,,,,,       1.3
성판악,782,06-26,      18.9,      22.1,      15.9,      24.6,,,,,,,       2.4
풍암,788,06-26,      24.0,      28.9,      20.1,       7.1,,,,,,,       1.3
압해도,789,06-26,      22.4,      26.1,      19.7,       7.8,,,,,,,       2.7
영양,801,06-26,      21.2,      26.5,      16.8,       9.3,,,,,,,       1.3
성주,810,06-26,      23.2,      28.1,      18.9,      10.3,,,,,,,       1.2
고령,812,06-26,      22.9,      27.8,      18.6,      11.8,,,,,,,       1.0
청도,813,06-26,      23.0,      28.1,      18.7,      11.6,,,,,,,       1.4
예천,815,06-26,      22.4,      27.8,      18.0,      10.2,,,,,,,       1.0
김천,822,06-26,      23.2,      28.8,      18.7,       8.7,,,,,,,       0.9
군위,823,06-26,      22.7,      28.4,      18.0,       8.9,,,,,,,       1.4
칠곡,825,06-26,      23.6,      28.5,      19.6,       9.6,,,,,,,       1.7
경산,827,06-26,      23.7,      28.8,      19.7,       9.2,,,,,,,       1.9
달성,828,06-26,      23.6,      28.7,      19.7,      10.8,,,,,,,       1.7
대구서구,846,06-26,      24.0,      28.8,      20.0,       9.7,,,,,,,       2.0
신암,860,06-26,      23.9,      28.5,      20.0,      10.2,      69.8,       4.4,       7.4,,    1000.4,    1007.3,       2.2
완산,864,06-26,      23.6,      28.4,      19.8,      10.2,      76.4,       4.1,       7.4,       3.8,    1000.1,    1006.3,       1.7
삼척,876,06-26,      21.9,      25.6,      18.8,       7.4,,,,,,,       1.8
울기,901,06-26,      20.4,      23.4,      18.5,      10.2,,,,,,,       2.7
삼천포,907,06-26,      22.3,      25.4,      20.1,      15.1,,,,,,,       1.8
영도,910,06-26,      20.7,      23.4,      18.8,      11.1,,,,,,,       4.0
고성,918,06-26,      22.7,      26.5,      19.7,      12.3,,,,,,,       2.2
창녕,919,06-26,      23.7,      28.6,      19.5,       9.6,,,,,,,       2.0
함안,920,06-26,      23.1,      28.2,      19.1,      10.6,,,,,,,       1.3
가덕도,921,06-26,      21.4,      24.6,      19.4,       9.0,,,,,,,       3.9
기장,923,06-26,      22.0,      25.7,      19.0,      12.8,,,,,,,       1.8
간절곶,924,06-26,      20.4,      22.8,      18.6,      11.9,,,,,,,       3.6
하동,932,06-26,      23.4,      27.8,      19.9,      14.0,,,,,,,       1.3
해운대,937,06-26,      21.9,      25.1,      19.2,      13.3,,,,,,,       2.5
부산진,938,06-26,      22.8,      26.3,      20.0,      13.1,,,,,,,       2.1
동래,940,06-26,      22.9,      26.6,      19.9,      11.8,,,,,,,       1.8
북구,941,06-26,      22.7,      26.3,      19.8,      10.9,,,,,,,       2.3
부산남구,942,06-26,      22.7,      25.6,      20.3,      12.8,,,,,,,       2.1
정자,949,06-26,      22.1,      25.8,      18.7,       8.8,,,,,,,       2.6
속초,90,06-27,      21.2,      24.8,      18.2,       6.8,      81.4,       5.2,,,    1004.1,    1006.2,       1.9
철원,95,06-27,      22.2,      27.1,      18.0,       7.3,      77.3,       5.3,,,     988.3,    1005.9,       1.8
동두천,98,06-27,      22.8,      28.3,      18.4,       8.3,      74.0,       5.2,,,     993.3,    1006.0,       1.5
파주,99,06-27,      22.6,      28.0,      18.2,       6.4,      78.8,       5.8,,,    1002.8,    1006.3,       1.5
대관령,100,06-27,      17.6,      22.1,      13.9,       8.9,      84.4,       5.3,,,     916.6,    1006.5,       3.0
춘천,101,06-27,      23.3,      28.3,      19.0,       8.1,      75.4,       5.4,,,     997.4,    1006.1,       1.2
백령도,102,06-27,      20.2,      23.9,      17.6,       5.7,      84.4,       5.6,       6.9,,     990.1,    1005.5,       4.3
강릉,105,06-27,      22.7,      26.6,      19.2,       7.0,      72.9,       5.2,,,    1003.4,    1006.5,       1.9
동해,106,06-27,      21.1,      24.8,      18.2,       6.2,      81.5,       5.3,,,    1001.7,    1006.0,       1.8
서울,108,06-27,      23.6,      27.9,      20.2,       8.2,      72.0,       5.0,       6.9,       4.3,     996.3,    1006.1,       2.3
인천,112,06-27,      22.4,      26.3,      19.6,       7.1,      81.1,       6.0,       6.8,       4.2,     998.1,    1006.0,       2.4
원주,114,06-27,      23.4,      28.4,      19.2,       9.1,      72.9,       4.8,,,     989.1,    1006.1,       1.1
울릉도,115,06-27,      20.4,      23.5,      18.1,       7.8,      84.2,       4.9,       7.2,       3.6,     981.8,    1007.2,       3.2
수원,119,06-27,      23.3,      27.9,      19.7,       8.8,      77.1,       5.2,       6.9,       4.2,    1002.4,    1006.5,       1.8
영월,121,06-27,      22.2,      28.1,      17.7,       7.7,      75.6,       5.1,,,     978.9,    1006.0,       1.3
충주,127,06-27,      23.2,      28.3,      18.8,       7.6,      71.3,       5.2,,,     995.2,    1006.3,       1.5
서산,129,06-27,      22.4,      26.9,      18.9,       9.4,      81.4,       5.1,,,    1003.5,    1006.4,       2.4
울진,130,06-27,      20.9,      24.6,      17.8,       6.0,      83.1,       5.8,,,    1000.8,    1006.5,       2.6
청주,131,06-27,      23.9,      28.5,      20.0,       7.6,      70.8,       5.2,       7.1,       4.5,     999.7,    1006.3,       1.7
